age,radius,mass,convective_radius,radiative_mass,radiative_moment_of_inertia,convective_moment_of_inertia,luminosity
1.488435451900000089e+03,7.801755310199549598e+00,8.999999999999998002e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.853799999999999337e-01,1.903225622324401201e+01
3.348979766800000107e+03,7.796464687308884756e+00,8.999999999999998002e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.857332317832793012e-01,1.901125370903077894e+01
5.348979766800000107e+03,7.780624857188156440e+00,8.999999999999998002e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.860855942376950511e-01,1.894776099118892532e+01
7.348979766800000107e+03,7.754281376475116616e+00,8.999999999999998002e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.864353656934471526e-01,1.884300414505424470e+01
9.348979766799999197e+03,7.717525755509749175e+00,8.999999999999998002e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.867819499875421618e-01,1.869670841921674054e+01
1.134897976700000072e+04,7.670509325013021851e+00,8.999999999999998002e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.871241695168633090e-01,1.850988411968560499e+01
1.334897976700000072e+04,7.613293281614531338e+00,8.999999999999998002e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.874616571156764167e-01,1.828263335522888156e+01
1.534897976700000072e+04,7.546149833065300072e+00,8.999999999999998002e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.877933599855036162e-01,1.801586565947133067e+01
1.734897976700000072e+04,7.469745836372283065e+00,8.999999999999998002e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.881177175020951331e-01,1.771265161158802925e+01
1.934897976700000072e+04,7.384761485650862767e+00,8.999999999999998002e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.884335180864798454e-01,1.737512059163287859e+01
2.134897976700000072e+04,7.291785346440461169e+00,8.999999999999998002e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.887395773403700572e-01,1.700616858818998978e+01
2.334897976700000072e+04,7.191488492831092927e+00,8.999999999999998002e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.890353885705225168e-01,1.660767020770571989e+01
2.534897976700000072e+04,7.084655996285305513e+00,8.999999999999998002e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.893193003239030947e-01,1.618285392647624832e+01
2.734897976700000072e+04,6.972179734308815213e+00,8.999999999999998002e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.895911424947336887e-01,1.573606183605517295e+01
2.934897976700000072e+04,6.855054147319303404e+00,8.999999999999998002e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.898499889012208452e-01,1.527058182518289975e+01
3.134897976700000072e+04,6.734379120025366205e+00,8.999999999999998002e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.900950164216629878e-01,1.479144888898955479e+01
3.334897976699999708e+04,6.611373510158779609e+00,8.999999999999998002e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.903260400009059716e-01,1.430326469455706473e+01
3.534897976699999708e+04,6.487369007905047447e+00,8.999999999999998002e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.905421298330652879e-01,1.381151960406803880e+01
3.734897976699999708e+04,6.363832735056285550e+00,8.999999999999998002e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.907433828625789696e-01,1.332207325194228353e+01
3.934897976699999708e+04,6.242361019502139285e+00,8.999999999999998002e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.909297485786767279e-01,1.284141421096740387e+01
4.134897976699999708e+04,6.124705690502614708e+00,8.999999999999998002e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.911013576751455223e-01,1.237757527916826916e+01
4.334897976699999708e+04,6.012789483340505114e+00,8.999999999999998002e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.912585265804434553e-01,1.193797700967179054e+01
4.534897976699999708e+04,5.908727782509228810e+00,8.999999999999998002e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.914023524881650340e-01,1.153225608734059371e+01
4.734897976699999708e+04,5.814856489841217169e+00,8.999999999999998002e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.915335991755192091e-01,1.117089947677183837e+01
