age,radius,mass,convective_radius,convective_mass,radiative_moment_of_inertia,convective_moment_of_inertia,luminosity
1.101219007800000021e+06,2.700591604339849017e+00,1.299999999999999822e+00,3.660699993204828973e-01,1.899312330970123058e-02,9.801096287571631194e-05,2.008935640671362099e-01,3.092608620806813313e+00
1.105840192400000058e+06,2.695470443951164974e+00,1.299999999999999822e+00,3.723117194047430578e-01,2.006170896283039976e-02,1.064225463770413806e-04,2.008940329339282405e-01,3.080486511585764919e+00
1.110469814800000051e+06,2.690532667104577058e+00,1.299999999999999822e+00,3.782816190627193431e-01,2.114982069809054691e-02,1.155197626220299281e-04,2.008934974744614466e-01,3.068972253052163257e+00
1.115107950600000098e+06,2.685801774445626844e+00,1.299999999999999822e+00,3.838256359147431129e-01,2.220064694557067134e-02,1.252848309134974329e-04,2.008922954087294932e-01,3.057776620081994245e+00
1.119754541600000113e+06,2.681358302113296510e+00,1.299999999999999822e+00,3.894134544383790475e-01,2.330314745520848871e-02,1.361227660875670767e-04,2.008901784864888795e-01,3.047298602459852290e+00
1.124409774500000058e+06,2.676931296292101248e+00,1.299999999999999822e+00,3.949899069061586498e-01,2.442968814695688565e-02,1.464818002672766360e-04,2.008882903350018845e-01,3.036838841196854766e+00
1.129073668800000101e+06,2.672550290833313635e+00,1.299999999999999822e+00,3.999659380733426306e-01,2.542667285782236608e-02,1.572676617816937323e-04,2.008862230175088581e-01,3.026772814786291566e+00
1.133746377400000114e+06,2.668190417449997742e+00,1.299999999999999822e+00,4.049266461301500586e-01,2.648474937144669472e-02,1.692242406396520221e-04,2.008828363043330401e-01,3.016548098484677087e+00
1.138428001299999887e+06,2.663851298104147336e+00,1.299999999999999822e+00,4.099248227592922067e-01,2.759901866406939269e-02,1.822205032956578628e-04,2.008782864844050886e-01,3.006339237581824086e+00
1.143118625199999893e+06,2.659531475684612456e+00,1.299999999999999822e+00,4.149159754467823813e-01,2.876037464042219272e-02,1.947462909692178855e-04,2.008740039411990586e-01,2.996233957734035336e+00
1.147818328200000105e+06,2.655231892455094389e+00,1.299999999999999822e+00,4.199252349996601130e-01,2.996367070601825555e-02,2.083829078801331712e-04,2.008684778817186878e-01,2.986275566830505657e+00
1.152527173799999990e+06,2.650951918729755441e+00,1.299999999999999822e+00,4.244376271263221034e-01,3.103986405128088613e-02,2.211678180706244310e-04,2.008640068857731331e-01,2.976315137375702857e+00
1.157245269400000107e+06,2.646692096763232360e+00,1.299999999999999822e+00,4.289640354254909416e-01,3.217276844322633500e-02,2.352301750889035088e-04,2.008581836508187557e-01,2.966412172416135640e+00
1.161972559600000037e+06,2.642451521438763162e+00,1.299999999999999822e+00,4.336628983668938120e-01,3.336821148836892348e-02,2.489658655915196568e-04,2.008524680060703171e-01,2.956480758341070381e+00
1.166709254500000039e+06,2.638230200004530346e+00,1.299999999999999822e+00,4.382733923758181938e-01,3.459902206165484800e-02,2.640067498697591750e-04,2.008456449749710382e-01,2.946658270855510686e+00
1.171455480999999912e+06,2.634027817844118324e+00,1.299999999999999822e+00,4.428450927540826254e-01,3.583321912161090139e-02,2.787109787311149722e-04,2.008388638474256360e-01,2.937013499739517641e+00
1.176211291500000050e+06,2.629845361389838043e+00,1.299999999999999822e+00,4.474261953838137851e-01,3.710650207252710192e-02,2.942786699585493346e-04,2.008311896079185421e-01,2.927385037033680693e+00
1.180976745200000005e+06,2.625681470927992311e+00,1.299999999999999822e+00,4.517556637749439163e-01,3.835690436929487662e-02,3.102755215293663982e-04,2.008229305307027701e-01,2.917785249949034210e+00
1.185751853899999987e+06,2.621536185417562503e+00,1.299999999999999822e+00,4.559199596819860090e-01,3.954539758544926148e-02,3.271524156832542984e-04,2.008138111848511709e-01,2.908198962603908644e+00
1.190536583000000101e+06,2.617408966907517787e+00,1.299999999999999822e+00,4.600213753425897445e-01,4.077019046864026330e-02,3.453565652676163569e-04,2.008030856871049485e-01,2.898627420779631425e+00
1.195331201200000010e+06,2.613299557407868345e+00,1.299999999999999822e+00,4.643279190921651978e-01,4.205679451403201291e-02,3.647324741217239136e-04,2.007911868898502317e-01,2.889189064304966692e+00
1.200135826200000010e+06,2.609189925706131064e+00,1.299999999999999822e+00,4.683320618813561764e-01,4.332133053976305881e-02,3.823421821558809614e-04,2.007809449817663239e-01,2.879568121588256702e+00
1.204950501200000057e+06,2.605101736845680804e+00,1.299999999999999822e+00,4.717932433350696675e-01,4.439825583818430427e-02,4.008633264626604536e-04,2.007698405399894470e-01,2.870149154001222502e+00
1.209775275200000033e+06,2.601034637704137342e+00,1.299999999999999822e+00,4.755929171668666355e-01,4.565071231511470817e-02,4.206386101610453667e-04,2.007570948379351350e-01,2.860774173820470612e+00
1.214610262499999953e+06,2.596987975945094007e+00,1.299999999999999822e+00,4.793655213028606421e-01,4.693473496568436459e-02,4.416679426487575251e-04,2.007431656436158840e-01,2.851446578631450901e+00
1.219455475600000005e+06,2.592961332759517568e+00,1.299999999999999822e+00,4.829455253799631032e-01,4.818596215089806373e-02,4.609088541076807391e-04,2.007309080613376984e-01,2.842384425468300169e+00
1.224311088900000090e+06,2.588955613037667192e+00,1.299999999999999822e+00,4.868238872907651449e-01,4.949797583184216421e-02,4.803655575437719601e-04,2.007183025663094866e-01,2.833225486420983152e+00
1.229177161599999992e+06,2.584969722304015338e+00,1.299999999999999822e+00,4.904606423701556306e-01,5.078886219393416446e-02,5.004178350585516749e-04,2.007050171011800221e-01,2.824051484744839691e+00
1.234053727600000100e+06,2.581002218170286966e+00,1.299999999999999822e+00,4.932741647602437718e-01,5.178690024689119181e-02,5.215207818976643796e-04,2.006907841627216249e-01,2.815057577748079964e+00
1.238940936800000025e+06,2.577054695689595665e+00,1.299999999999999822e+00,4.962949987542186192e-01,5.288395003284332430e-02,5.441402976284850403e-04,2.006748080364220976e-01,2.806212258488300471e+00
1.243838834400000051e+06,2.573126049061133624e+00,1.299999999999999822e+00,4.994391673650593888e-01,5.406108851842623270e-02,5.681091304446304847e-04,2.006575872613195755e-01,2.797268681057328177e+00
1.248747458799999906e+06,2.569215153231102722e+00,1.299999999999999822e+00,5.025876373190786284e-01,5.529092482275929643e-02,5.932682959976442408e-04,2.006390298761013546e-01,2.788494552537995830e+00
1.253666926699999953e+06,2.565322364492966134e+00,1.299999999999999822e+00,5.060946068993634750e-01,5.663303159754465299e-02,6.153651951346575518e-04,2.006233035855851665e-01,2.779732904482547617e+00
1.258597222499999916e+06,2.561430650297855216e+00,1.299999999999999822e+00,5.095027769598401424e-01,5.799832111712609206e-02,6.391499467711612417e-04,2.006060166708192594e-01,2.770869827176153155e+00
1.263538210999999894e+06,2.557560022197557625e+00,1.299999999999999822e+00,5.131517950576454101e-01,5.948952137081246067e-02,6.644486171827221300e-04,2.005867824865794902e-01,2.762176312034246628e+00
1.268490531200000085e+06,2.553710325488685040e+00,1.299999999999999822e+00,5.165275906589051891e-01,6.092694969308476427e-02,6.885378830777590543e-04,2.005688459534756551e-01,2.753433849011302392e+00
1.273454018699999899e+06,2.549880807039796693e+00,1.299999999999999822e+00,5.201955401028337533e-01,6.242732967904140312e-02,7.128350359011528066e-04,2.005505750979636459e-01,2.744815058098710292e+00
1.278428652699999977e+06,2.546071029921402218e+00,1.299999999999999822e+00,5.233721715101132821e-01,6.376275863552967327e-02,7.378404720378718131e-04,2.005317012842871838e-01,2.736282996217354047e+00
1.283414694200000027e+06,2.542280285170671394e+00,1.299999999999999822e+00,5.264454528981402648e-01,6.511237239801578869e-02,7.645471924618903615e-04,2.005108971890642855e-01,2.727903508573238600e+00
1.288412040800000075e+06,2.538509421051438508e+00,1.299999999999999822e+00,5.294766042265960371e-01,6.648549527735618525e-02,7.928041405241341389e-04,2.004883360891525079e-01,2.719500690842374446e+00
1.293420825799999991e+06,2.534756929488775512e+00,1.299999999999999822e+00,5.326719540646445150e-01,6.792054402138213154e-02,8.201151781467301734e-04,2.004669081972410560e-01,2.711042243312418165e+00
1.298441050400000066e+06,2.531021625404878961e+00,1.299999999999999822e+00,5.356596072391220931e-01,6.932235158214226922e-02,8.464383791252349252e-04,2.004463383089083450e-01,2.702698294412103408e+00
1.303472766499999911e+06,2.527303823189653187e+00,1.299999999999999822e+00,5.383688758522272577e-01,7.060984701805247954e-02,8.731909669528189555e-04,2.004250374866927698e-01,2.694396996534461852e+00
1.308516358299999963e+06,2.523603398717976898e+00,1.299999999999999822e+00,5.410489025798996821e-01,7.192172169245054925e-02,9.018526806949189126e-04,2.004019209948129376e-01,2.686186391537745966e+00
1.313571634099999908e+06,2.519919816303878957e+00,1.299999999999999822e+00,5.440587057464494336e-01,7.334526748057709766e-02,9.322803007995649014e-04,2.003768742213866139e-01,2.678135155949170620e+00
1.318638633300000103e+06,2.516237061088585580e+00,1.299999999999999822e+00,5.469478697139235068e-01,7.476487614668506088e-02,9.617523613218870865e-04,2.003526150082673984e-01,2.669925479625812059e+00
1.323717745600000024e+06,2.512573922852158859e+00,1.299999999999999822e+00,5.496000747468799963e-01,7.612442003216378372e-02,9.902632675711788793e-04,2.003293995333981781e-01,2.661848648893518465e+00
1.328806587800000096e+06,2.508930168746743572e+00,1.299999999999999822e+00,5.520868943803934892e-01,7.744258379578240759e-02,1.019912772656231953e-03,2.003047582051687703e-01,2.653744410971934364e+00
1.333907394700000063e+06,2.505304663752291994e+00,1.299999999999999822e+00,5.546076898684002554e-01,7.867567630070895768e-02,1.050154476885093238e-03,2.002794403044236005e-01,2.645823008448662250e+00
1.339020234900000039e+06,2.501697197671520545e+00,1.299999999999999822e+00,5.573863371763796426e-01,8.007938003125773807e-02,1.081602912863257942e-03,2.002529855715870777e-01,2.637896871956329825e+00
1.344145274900000077e+06,2.498090469546307979e+00,1.299999999999999822e+00,5.600753969512332064e-01,8.148716414867832047e-02,1.115258601553828499e-03,2.002241369000430093e-01,2.629880540895603414e+00
1.349282584899999900e+06,2.494503605970688653e+00,1.299999999999999822e+00,5.625852748646624768e-01,8.285302511948171300e-02,1.145629504632041237e-03,2.001983098144917705e-01,2.622073682303109443e+00
1.354432105599999893e+06,2.490936566853156009e+00,1.299999999999999822e+00,5.650290538857051237e-01,8.421337192235381353e-02,1.177606469002695283e-03,2.001707997916147841e-01,2.614174590590953251e+00
1.359593568900000071e+06,2.487387828489886044e+00,1.299999999999999822e+00,5.672586219393415119e-01,8.549941919409272117e-02,1.210371854402138249e-03,2.001427719767152058e-01,2.606449613807786392e+00
1.364767946299999952e+06,2.483857065165688827e+00,1.299999999999999822e+00,5.693686380212462650e-01,8.670273593965888148e-02,1.242783392602323823e-03,2.001148100749732817e-01,2.598773063942557915e+00
1.369954957500000019e+06,2.480327399941108180e+00,1.299999999999999822e+00,5.714103830211330060e-01,8.792199778024417656e-02,1.276540374640422037e-03,2.000852648984120519e-01,2.590977077623501934e+00
1.375154557899999898e+06,2.476817537883076348e+00,1.299999999999999822e+00,5.734351219733173632e-01,8.916459326372054572e-02,1.313017010577816057e-03,2.000531932773108312e-01,2.583358603818885602e+00
1.380366489899999928e+06,2.473326435932862388e+00,1.299999999999999822e+00,5.759673492038324127e-01,9.059607420326618032e-02,1.351227366418265288e-03,2.000190325941697267e-01,2.575751953611633116e+00
1.385591512600000016e+06,2.469853341185529239e+00,1.299999999999999822e+00,5.784537792475479279e-01,9.203671050306912182e-02,1.387404380620172167e-03,1.999869072912183188e-01,2.568185236358694112e+00
1.390826950100000016e+06,2.466397202654646570e+00,1.299999999999999822e+00,5.805723142087019228e-01,9.331385752791680754e-02,1.420973000520962901e-03,1.999571926883960682e-01,2.560815760266370145e+00
1.396075268300000113e+06,2.462958824661938273e+00,1.299999999999999822e+00,5.827646084849030794e-01,9.467302047611493576e-02,1.457390812928945111e-03,1.999245040657772199e-01,2.553270062742076796e+00
1.401336261600000085e+06,2.459535299553782917e+00,1.299999999999999822e+00,5.847120682235158462e-01,9.594554270764908688e-02,1.492366101157443278e-03,1.998932752723731054e-01,2.545857912976509763e+00
1.406610523700000020e+06,2.456126904573149528e+00,1.299999999999999822e+00,5.871136718838475543e-01,9.739542424516973995e-02,1.529480282679109449e-03,1.998597888966907044e-01,2.538529230560148342e+00
1.411897952499999898e+06,2.452716346916123058e+00,1.299999999999999822e+00,5.892068450021515913e-01,9.870599164193977204e-02,1.566669301682937663e-03,1.998260771478402031e-01,2.531091440349723332e+00
1.417198582799999975e+06,2.449322515345761175e+00,1.299999999999999822e+00,5.912646628462703280e-01,1.000332506965050106e-01,1.606790346327209617e-03,1.997893664635665145e-01,2.523849419012887285e+00
1.422512495899999980e+06,2.445944295454030915e+00,1.299999999999999822e+00,5.932496364583569326e-01,1.013614184919250510e-01,1.647942127794514017e-03,1.997513873473917567e-01,2.516607442977190079e+00
1.427839041699999943e+06,2.442564834311081512e+00,1.299999999999999822e+00,5.952642302203899893e-01,1.027236556886905600e-01,1.688946589956736872e-03,1.997135815080748888e-01,2.509283675734443886e+00
1.433179567999999970e+06,2.439202286348499893e+00,1.299999999999999822e+00,5.971105755509750201e-01,1.040290053002332904e-01,1.728253505175655121e-03,1.996773217966431313e-01,2.502122584883009981e+00
1.438533416600000113e+06,2.435855395592199102e+00,1.299999999999999822e+00,5.988594124442230271e-01,1.053006625744637298e-01,1.769326122901990770e-03,1.996389802713538220e-01,2.495012548415592502e+00
1.443900921799999895e+06,2.432522943441526753e+00,1.299999999999999822e+00,6.008082493374709010e-01,1.066542518743345963e-01,1.810176606491653269e-03,1.996009472468232293e-01,2.487912319644837833e+00
1.449281965599999996e+06,2.429204281410676458e+00,1.299999999999999822e+00,6.021304944619355615e-01,1.076703501551563719e-01,1.850273392375817970e-03,1.995635332623615366e-01,2.480803302453055359e+00
1.454674040899999905e+06,2.425897355545990841e+00,1.299999999999999822e+00,6.034442977190874746e-01,1.087284557294616039e-01,1.891577589526377339e-03,1.995246696414413878e-01,2.473687082380120028e+00
1.460079788500000024e+06,2.422623959319575082e+00,1.299999999999999822e+00,6.048203379464992535e-01,1.098440693107431143e-01,1.936672155654714121e-03,1.994819058189312433e-01,2.466833178554439510e+00
1.465498957699999912e+06,2.419364897959181970e+00,1.299999999999999822e+00,6.070750073614352704e-01,1.113918966907517377e-01,1.983329950848264529e-03,1.994374370880426794e-01,2.459916192892249498e+00
1.470932230999999912e+06,2.416119398174362054e+00,1.299999999999999822e+00,6.087256948062244044e-01,1.126681571043511298e-01,2.024630161498561405e-03,1.993984221613172292e-01,2.452931482026772692e+00
1.476379407399999909e+06,2.412885873972229422e+00,1.299999999999999822e+00,6.103195089356493463e-01,1.139495554599198324e-01,2.065623343677092799e-03,1.993595558223288655e-01,2.446035334888671198e+00
1.481837886500000022e+06,2.409663902240140043e+00,1.299999999999999822e+00,6.119921538426691399e-01,1.152868023284785437e-01,2.110835443611405564e-03,1.993164834990599210e-01,2.439183786722235681e+00
1.487310334999999963e+06,2.406452988516161628e+00,1.299999999999999822e+00,6.136565924483001755e-01,1.166419384131010817e-01,2.156575528324537316e-03,1.992725998323856829e-01,2.432279372126207928e+00
1.492796797800000058e+06,2.403250973294976500e+00,1.299999999999999822e+00,6.151763663956146821e-01,1.179282222247389628e-01,2.202212938005390641e-03,1.992288864979954166e-01,2.425509660467959350e+00
1.498297374599999981e+06,2.400058746970485934e+00,1.299999999999999822e+00,6.174756076015310846e-01,1.195687339011075878e-01,2.250152053274139495e-03,1.991824963192823095e-01,2.418788285125369253e+00
1.503812147399999900e+06,2.396860125257649798e+00,1.299999999999999822e+00,6.197367618745608375e-01,1.212039935898887588e-01,2.296003533488866384e-03,1.991382518290334136e-01,2.411878139935219156e+00
1.509338474200000055e+06,2.393672066864480197e+00,1.299999999999999822e+00,6.218679358535866841e-01,1.227706457450904315e-01,2.341434641781240007e-03,1.990941276133094406e-01,2.405109719359440401e+00
1.514879063300000038e+06,2.390494078461573135e+00,1.299999999999999822e+00,6.240203107658158777e-01,1.243703660332056843e-01,2.385819769417200052e-03,1.990509134974743910e-01,2.398415705905003303e+00
1.520434017800000031e+06,2.387324807583410369e+00,1.299999999999999822e+00,6.261650637613535020e-01,1.259881758590228329e-01,2.435965480531834381e-03,1.990017762576728466e-01,2.391637319078574020e+00
1.526003372800000012e+06,2.384183317402432056e+00,1.299999999999999822e+00,6.282046931980339588e-01,1.275611765385398777e-01,2.484237604475751822e-03,1.989544379261138085e-01,2.385056875580419788e+00
1.531587219100000104e+06,2.381052195972727770e+00,1.299999999999999822e+00,6.299170083127590969e-01,1.289908671997100076e-01,2.531700310312803674e-03,1.989077548755351643e-01,2.378467870166934617e+00
1.537185464099999983e+06,2.377930426283720422e+00,1.299999999999999822e+00,6.311352918525898748e-01,1.301153087272644282e-01,2.581747695304536724e-03,1.988582395977258610e-01,2.371893542322588200e+00
1.542798258699999889e+06,2.374816454053318981e+00,1.299999999999999822e+00,6.326980452558378376e-01,1.314860247570726060e-01,2.634902534598743476e-03,1.988059385263538925e-01,2.365309180275883882e+00
1.548425750100000063e+06,2.371710221069559754e+00,1.299999999999999822e+00,6.346272531654170157e-01,1.330426218487394951e-01,2.689646900269540737e-03,1.987517683299734050e-01,2.358757752157467191e+00
1.554065174000000115e+06,2.368611018596116669e+00,1.299999999999999822e+00,6.365310018346959087e-01,1.346095037713199161e-01,2.744884844503837906e-03,1.986968144238827061e-01,2.352175451312599641e+00
1.559719338699999964e+06,2.365517014654918260e+00,1.299999999999999822e+00,6.383201091757456647e-01,1.361299022627919242e-01,2.792967926793358570e-03,1.986491456205123352e-01,2.345595030465016162e+00
1.565388380399999907e+06,2.362428141973769158e+00,1.299999999999999822e+00,6.398504088427823255e-01,1.375146905705678657e-01,2.842897823280256080e-03,1.985993075720853818e-01,2.339193526467190587e+00
1.571069542900000000e+06,2.359344657410133994e+00,1.299999999999999822e+00,6.413839248907107216e-01,1.389203505855172438e-01,2.896789281750436658e-03,1.985454472354978850e-01,2.332644068948333871e+00
1.576765596799999941e+06,2.356264256268544521e+00,1.299999999999999822e+00,6.431926000588912284e-01,1.404799584362046438e-01,2.953126095721306677e-03,1.984889925026613877e-01,2.326197150558336091e+00
1.582476723699999973e+06,2.353171903553873623e+00,1.299999999999999822e+00,6.448923962037642621e-01,1.419970541801626185e-01,3.004687512740945431e-03,1.984371870257536918e-01,2.319686833223854716e+00
1.588202976800000062e+06,2.350085243606876428e+00,1.299999999999999822e+00,6.465127273550926867e-01,1.434846828693741028e-01,3.055645903644475716e-03,1.983857206278737406e-01,2.313150060024009136e+00
1.593944288900000043e+06,2.347023075494347299e+00,1.299999999999999822e+00,6.476746064463517749e-01,1.446860397744002824e-01,3.107895105211895461e-03,1.983328920247343918e-01,2.306880155835917989e+00
1.599700752300000051e+06,2.343967618972116806e+00,1.299999999999999822e+00,6.489115540555842054e-01,1.459558207660422435e-01,3.163505651317129186e-03,1.982766780674533602e-01,2.300442569480622090e+00
1.605472529499999946e+06,2.340917080568075459e+00,1.299999999999999822e+00,6.502164850845997268e-01,1.472847529275860823e-01,3.221593490226278000e-03,1.982179591836734645e-01,2.294183673469387230e+00
1.611259683900000062e+06,2.337857318399057416e+00,1.299999999999999822e+00,6.520618655009172704e-01,1.489167378196560865e-01,3.276198215135109944e-03,1.981626677840947204e-01,2.287753697705496858e+00
1.617062126900000032e+06,2.334804723323291142e+00,1.299999999999999822e+00,6.536372126208970235e-01,1.504349499195903606e-01,3.332161860970802181e-03,1.981056707966205865e-01,2.281359147432558299e+00
1.622879964399999939e+06,2.331778286031393588e+00,1.299999999999999822e+00,6.551692473215701140e-01,1.519471807968469645e-01,3.387439828761693288e-03,1.980492323721941006e-01,2.275179664318557116e+00
1.628713376900000032e+06,2.328760799791614211e+00,1.299999999999999822e+00,6.566731364243810765e-01,1.534551451901515207e-01,3.443625495481210819e-03,1.979918113660557311e-01,2.268837935174068843e+00
1.634562325699999928e+06,2.325750192303335684e+00,1.299999999999999822e+00,6.577252055539195563e-01,1.546632708102108067e-01,3.500720831728917643e-03,1.979332030170558310e-01,2.262710933429974869e+00
1.640426438899999950e+06,2.322732901990984811e+00,1.299999999999999822e+00,6.589368524768394186e-01,1.559847209676322732e-01,3.560469093297696525e-03,1.978718645948944754e-01,2.256420666379757467e+00
1.646306670600000070e+06,2.319724725814853450e+00,1.299999999999999822e+00,6.606741081338192156e-01,1.576508755804208184e-01,3.623714806677386449e-03,1.978069525923576710e-01,2.250198690797072132e+00
1.652199756300000008e+06,2.316744062832679862e+00,1.299999999999999822e+00,6.623927925887332924e-01,1.593229691725746577e-01,3.684503612765861486e-03,1.977444626152347062e-01,2.244196652245803669e+00
1.658108596099999966e+06,2.313774559786178298e+00,1.299999999999999822e+00,6.639775034542114707e-01,1.609173709483793235e-01,3.742794581983737053e-03,1.976840750639878019e-01,2.238041654397607161e+00
1.664033353700000094e+06,2.310814145507259720e+00,1.299999999999999822e+00,6.654670003850599036e-01,1.624660649844843763e-01,3.798557339917096355e-03,1.976260880201136383e-01,2.232012072753630338e+00
1.669973990599999903e+06,2.307849264082989738e+00,1.299999999999999822e+00,6.668845341910346614e-01,1.639934387188837495e-01,3.858316134000768470e-03,1.975640671362884904e-01,2.225905026161407285e+00
1.675930549399999902e+06,2.304895398536773055e+00,1.299999999999999822e+00,6.681200117782962744e-01,1.653495903870981776e-01,3.919539740424469662e-03,1.975006591315771054e-01,2.219897438220570507e+00
1.681903214500000002e+06,2.301937869940428261e+00,1.299999999999999822e+00,6.692371695848148283e-01,1.666700624023193800e-01,3.982093161793016402e-03,1.974355829124102291e-01,2.213941810686537615e+00
1.687891949100000085e+06,2.298993249450723919e+00,1.299999999999999822e+00,6.704879045958000994e-01,1.680893280708510018e-01,4.048267004915176263e-03,1.973669238261342440e-01,2.208011279983691288e+00
1.693896795099999988e+06,2.296045975220276869e+00,1.299999999999999822e+00,6.719083535300907073e-01,1.696657896668100907e-01,4.116404697728147551e-03,1.972958524541891800e-01,2.201943101769008759e+00
1.699918175000000047e+06,2.293130745883258381e+00,1.299999999999999822e+00,6.733551178962147166e-01,1.712310621531631660e-01,4.178819474959792266e-03,1.972305692088155704e-01,2.196192325986997318e+00
1.705955996000000043e+06,2.290230715304989229e+00,1.299999999999999822e+00,6.747828784343923303e-01,1.728043331219279721e-01,4.240565086411920981e-03,1.971656895965933354e-01,2.190345149380507284e+00
1.712010160600000061e+06,2.287344977689188319e+00,1.299999999999999822e+00,6.761692359962853116e-01,1.743685704772475475e-01,4.303125121746811943e-03,1.970999879951979838e-01,2.184506308183649992e+00
1.718080799499999965e+06,2.284491178509139075e+00,1.299999999999999822e+00,6.774977190876347866e-01,1.759067421232643758e-01,4.366088291920540432e-03,1.970336082357471152e-01,2.178862239235316967e+00
1.724167868000000017e+06,2.281652863711521206e+00,1.299999999999999822e+00,6.786978368705971487e-01,1.773686343971550838e-01,4.430704025006226843e-03,1.969654705655846660e-01,2.173101248046386935e+00
1.730271430299999891e+06,2.278828456363676036e+00,1.299999999999999822e+00,6.798796484631587367e-01,1.788205827085550537e-01,4.493211624272348652e-03,1.968993324877120199e-01,2.167380212462342914e+00
1.736388566600000020e+06,2.276004579718679643e+00,1.299999999999999822e+00,6.810298738363268489e-01,1.802709164646990048e-01,4.559363247185664603e-03,1.968293467575708278e-01,2.161577861333212169e+00
1.742521938099999912e+06,2.273195726290515584e+00,1.299999999999999822e+00,6.825066162313979667e-01,1.818832243538924809e-01,4.625907177965522810e-03,1.967590405218690719e-01,2.155996693016828836e+00
