4.8824717182259254E+024,6051800.0000000000,0.32699473027363962
0.0000000000000000,0.0000000000000000,0.95945353889087071
6.1187982223076042E-016,1.6909119384184773E-003,0.95945353889087071
6.4813598105875088E-016,1.7680154529739983E-003,0.95942145121557909
6.8654045235791632E-016,1.8488975305833706E-003,0.95938656699480340
7.2722053164502448E-016,1.9336244551952540E-003,0.95934839771012148
7.7031105717040139E-016,2.0222425553837390E-003,0.95930685128751036
8.1595485685300388E-016,2.1147865458674732E-003,0.95926170220072460
8.6430322169804654E-016,2.2112623549290808E-003,0.95921260575068912
9.1551640726638495E-016,2.3116659157996614E-003,0.95915927908986343
9.6976416485784691E-016,2.4159719440414069E-003,0.95910149431558900
1.0272263041691179E-015,2.5241311130668595E-003,0.95903883933957379
1.0880932892912378E-015,2.6360713735774795E-003,0.95897107726404796
1.1525668700221539E-015,2.7516927201458531E-003,0.95889790558575283
1.2208607505868908E-015,2.8708702500672124E-003,0.95881899274205795
1.2932012979819058E-015,2.9934491921775374E-003,0.95873402636639771
1.3698282922914403E-015,3.1192466967892383E-003,0.95864272740543655
1.4509957214629533E-015,3.2480462540594749E-003,0.95854476611823736
1.5369726231759423E-015,3.3796015990647911E-003,0.95843985944779642
1.6280439765946210E-015,3.5136339322074271E-003,0.95832774071735427
1.7245116469603008E-015,3.6498321520366029E-003,0.95820813397275140
1.8266953861543215E-015,3.7878537725452872E-003,0.95808081773182552
1.9349338925481329E-015,3.9273257561468419E-003,0.95794557046482409
2.0495859336534040E-015,4.0678461334485742E-003,0.95780221447522196
2.1710315352933322E-015,4.2089861355549991E-003,0.95765060150165504
2.2996732412368333E-015,4.3502929898039137E-003,0.95749062213220404
2.4359374474706472E-015,4.4912933757344977E-003,0.95732220653514633
2.5802758155321421E-015,4.6314973971129285E-003,0.95714533074613928
2.7331667695872904E-015,4.7704031383896985E-003,0.95696001782987483
2.8951170822161049E-015,4.9075017478069759E-003,0.95676634160514418
3.0666635541618149E-015,5.0422828114996491E-003,0.95656442322574753
3.2483747936113298E-015,5.1742400081301303E-003,0.95635443721637514
3.4408531009048106E-015,5.3028769755352817E-003,0.95613660823022895
3.6447364649212496E-015,5.4277129961526486E-003,0.95591120998140233
3.8607006777573233E-015,5.5482885491047280E-003,0.95567856296395426
4.0894615747089337E-015,5.6641705252997356E-003,0.95543903252417828
4.3317774069798224E-015,5.7749568397120173E-003,0.95519302369249859
4.5884513549821974E-015,5.8802804251990234E-003,0.95494097706723857
4.8603341905596762E-015,5.9798124404626864E-003,0.95468336420415723
5.1483270969568629E-015,6.0732646035329173E-003,0.95442068173857542
5.4533846558827379E-015,6.1603906148245575E-003,0.95415344583959927
5.7765180115684628E-015,6.2409867067457145E-003,0.95388218686173598
6.1187982223076046E-015,6.3148913057484270E-003,0.95360744376979689
6.4813598105875082E-015,6.3819839596754961E-003,0.95332975904628936
6.8654045235791628E-015,6.4421836253521535E-003,0.95304967433514753
7.2722053164502450E-015,6.4954465197222984E-003,0.95276772633139595
7.7031105717040135E-015,6.5417637043171245E-003,0.95248444376599140
8.1595485685300390E-015,6.5811586283659124E-003,0.95220034478240878
8.6430322169804644E-015,6.6136848195421337E-003,0.95191593510638550
9.1551640726638495E-015,6.6394239140550567E-003,0.95163170666403540
9.6976416485784703E-015,6.6584841560610643E-003,0.95134813682046204
1.0272263041691175E-014,6.6709994601624693E-003,0.95106568765510946
1.0880932892912378E-014,6.6771290510280181E-003,0.95078480525786246
1.1525668700221539E-014,6.6770576303565553E-003,0.95050591895363623
1.2208607505868906E-014,6.6709959518624290E-003,0.95022943995043541
1.2932012979819061E-014,6.6591816254853425E-003,0.94995575959362444
1.3698282922914402E-014,6.6418799357525786E-003,0.94968524694219736
1.4509957214629534E-014,6.6193844379711080E-003,0.94941824569764310
1.5369726231759424E-014,6.5920171154579621E-003,0.94915507065007931
1.6280439765946213E-014,6.5601279082403317E-003,0.94889600380739436
1.7245116469603007E-014,6.5240934845934486E-003,0.94864129041325174
1.8266953861543217E-014,6.4843151879431290E-003,0.94839113521413765
1.9349338925481331E-014,6.4412161656221467E-003,0.94814569928108483
